PID,keywords,mods.grants,mods.abstract,fgs.state,dc.title,dc.language,mods.sm_key_words,fgs.lastModifiedDate,mods.sm_collection,mods.language,mods.title,mods.sm_report_number,dc.subject,mods.sm_corporate_creator,rdf.isOpenAccess,mods.origin,dc.description,mods.raw_date,mods.sm_format,mods.sm_oclc_number,rdf.redirectsTo,mods.sm_geographical_coverage,mods.subject_topic,fgs.createdDate,mods.sm_ntl_classification,mods.sm_resource_type,mods.sm_edition,mods.sm_corporate_publisher,DS1.mimetype_txt_en,DS1.label_txt_en,DS1.filesize_tl,DS1.checksum_txt_en,mods.ss_publishyear,fgs.ownerId,rdf.isMemberOf,dc.identifier,mods.sm_creator,fgs.label,rdf.isPeerTo,mods.sm_digital_object_identifier,mods.ss_jobid,DS2.mimetype_txt_en,DS2.label_txt_en,DS2.filesize_tl,DS2.checksum_txt_en,DS2.sourceurl,dc.publisher,dc.format,dc.type,dc.creator,dc.coverage,DS1.sourceurl,mods.orcidId,mods.sm_contributor,dc.contributor,mods.alt_title,mods.note,mods.sm_corporate_contributor,DS_EXCEL.mimetype_txt_en,DS_EXCEL.label_txt_en,DS_EXCEL.filesize_tl,DS_EXCEL.checksum_txt_en,mods.sm_contracting_officer,DS3.mimetype_txt_en,DS3.label_txt_en,DS3.filesize_tl,DS3.checksum_txt_en,DS3.sourceurl,DS4.mimetype_txt_en,DS4.label_txt_en,DS4.filesize_tl,DS4.checksum_txt_en,DS4.sourceurl,mods.sm_alternate_url,mods.table_of_contents,rdf.underCategory,rdf.hasOrder,rdf.isCollection,rdf.categoryOrder,rdf.isFeaturedCollection,mods.sm_rights_statement,mods.related_series,DS_MS_NON_EXCEL.mimetype_txt_en,DS_MS_NON_EXCEL.label_txt_en,DS_MS_NON_EXCEL.filesize_tl,DS_MS_NON_EXCEL.checksum_txt_en,mods.sm_tris_online_accession_number,rdf.hasExternalLink,rdf.hasMoreDocuments,DS5.mimetype_txt_en,DS5.label_txt_en,DS5.filesize_tl,DS5.checksum_txt_en,DS5.sourceurl,DS10.mimetype_txt_en,DS10.label_txt_en,DS10.filesize_tl,DS10.checksum_txt_en,DS10.sourceurl,DS11.mimetype_txt_en,DS11.label_txt_en,DS11.filesize_tl,DS11.checksum_txt_en,DS11.sourceurl,DS12.mimetype_txt_en,DS12.label_txt_en,DS12.filesize_tl,DS12.checksum_txt_en,DS12.sourceurl,DS13.mimetype_txt_en,DS13.label_txt_en,DS13.filesize_tl,DS13.checksum_txt_en,DS13.sourceurl,DS14.mimetype_txt_en,DS14.label_txt_en,DS14.filesize_tl,DS14.checksum_txt_en,DS14.sourceurl,DS15.mimetype_txt_en,DS15.label_txt_en,DS15.filesize_tl,DS15.checksum_txt_en,DS15.sourceurl,DS16.mimetype_txt_en,DS16.label_txt_en,DS16.filesize_tl,DS16.checksum_txt_en,DS16.sourceurl,DS17.mimetype_txt_en,DS17.label_txt_en,DS17.filesize_tl,DS17.checksum_txt_en,DS17.sourceurl,DS18.mimetype_txt_en,DS18.label_txt_en,DS18.filesize_tl,DS18.checksum_txt_en,DS18.sourceurl,DS6.mimetype_txt_en,DS6.label_txt_en,DS6.filesize_tl,DS6.checksum_txt_en,DS6.sourceurl,DS7.mimetype_txt_en,DS7.label_txt_en,DS7.filesize_tl,DS7.checksum_txt_en,DS7.sourceurl,DS8.mimetype_txt_en,DS8.label_txt_en,DS8.filesize_tl,DS8.checksum_txt_en,DS8.sourceurl,DS9.mimetype_txt_en,DS9.label_txt_en,DS9.filesize_tl,DS9.checksum_txt_en,DS9.sourceurl,DS_MS_NON_EXCEL.sourceurl,rdf.isSpotlightChild,rdf.isSupersededBy,mods.sm_isbn,mods.sm_issn,mods.physical_description,mods.sm_copyright_date,mods.sm_publisher,rdf.isGRFeaturedChild,rdf.isFeatured,rdf.featuredType,rdf.inSpotlight,rdf.featuredUrl,rdf.isGRFeatured,dc.rights,rdf.featuredPosition,rdf.featuredPositionTemp,DS19.mimetype_txt_en,DS19.label_txt_en,DS19.filesize_tl,DS19.checksum_txt_en,DS19.sourceurl,DS20.mimetype_txt_en,DS20.label_txt_en,DS20.filesize_tl,DS20.checksum_txt_en,DS20.sourceurl,DS21.mimetype_txt_en,DS21.label_txt_en,DS21.filesize_tl,DS21.checksum_txt_en,DS21.sourceurl,DS22.mimetype_txt_en,DS22.label_txt_en,DS22.filesize_tl,DS22.checksum_txt_en,DS22.sourceurl,DS23.mimetype_txt_en,DS23.label_txt_en,DS23.filesize_tl,DS23.checksum_txt_en,DS23.sourceurl,DS24.mimetype_txt_en,DS24.label_txt_en,DS24.filesize_tl,DS24.checksum_txt_en,DS24.sourceurl,DS25.mimetype_txt_en,DS25.label_txt_en,DS25.filesize_tl,DS25.checksum_txt_en,DS25.sourceurl,DS26.mimetype_txt_en,DS26.label_txt_en,DS26.filesize_tl,DS26.checksum_txt_en,DS26.sourceurl,DS27.mimetype_txt_en,DS27.label_txt_en,DS27.filesize_tl,DS27.checksum_txt_en,DS27.sourceurl,DS28.mimetype_txt_en,DS28.label_txt_en,DS28.filesize_tl,DS28.checksum_txt_en,DS28.sourceurl,DS29.mimetype_txt_en,DS29.label_txt_en,DS29.filesize_tl,DS29.checksum_txt_en,DS29.sourceurl,DS30.mimetype_txt_en,DS30.label_txt_en,DS30.filesize_tl,DS30.checksum_txt_en,DS30.sourceurl,DS31.mimetype_txt_en,DS31.label_txt_en,DS31.filesize_tl,DS31.checksum_txt_en,DS31.sourceurl,DS32.mimetype_txt_en,DS32.label_txt_en,DS32.filesize_tl,DS32.checksum_txt_en,DS32.sourceurl,DS33.mimetype_txt_en,DS33.label_txt_en,DS33.filesize_tl,DS33.checksum_txt_en,DS33.sourceurl,DS34.mimetype_txt_en,DS34.label_txt_en,DS34.filesize_tl,DS34.checksum_txt_en,DS34.sourceurl,rdf.quickLinkUrl,rdf.isQuickLink,rdf.underSection,DS_EXCEL.sourceurl,mods.embargo_date,rdf.hasDataset,rdf.hasPublication,mods.ss_keyvalue,mods.sm_researchhub_id,dc.date,dc.source,dc.identifier.uri,dc.contributor.author,dc.contributor.collaborator,dc.coverage.spatial,dc.contributor.creator,dc.relation.isPartOf,dc.description.abstract,dc.rights.accessRights,dc.relation.isVersionOf,dc.contributor.consultant,dc.description.tableOfContents,dc.title.alternative,DS1.checksumsha256_txt_en,rdf.hasMultipleLanguage,DS2.checksumsha256_txt_en,DS3.checksumsha256_txt_en,DS4.checksumsha256_txt_en,DS5.checksumsha256_txt_en,DS6.checksumsha256_txt_en,DS7.checksumsha256_txt_en,mods.ss_hasQLOrder,DS_MS_NON_EXCEL.checksumsha256_txt_en,dc.relation.isReferencedBy,DS10.checksumsha256_txt_en,DS11.checksumsha256_txt_en,DS12.checksumsha256_txt_en,DS13.checksumsha256_txt_en,DS14.checksumsha256_txt_en,DS15.checksumsha256_txt_en,DS16.checksumsha256_txt_en,DS17.checksumsha256_txt_en,DS18.checksumsha256_txt_en,DS8.checksumsha256_txt_en,DS9.checksumsha256_txt_en
dot:73401,,,This act is one of five acts which constitute the uniform vehicle code as revised and recommended for State enactment as the foundation for uniform traffic regulation.,Active,"Uniform Motor Vehicle Civil Liability Act,Reports 1934",English,"Traffic safety,Highway safety,Conferences,Drivers,Pedestrians,Reports",2024-02-23T21:03:20.277Z,National Conferences on Street and Highway Safety,English,Uniform Motor Vehicle Civil Liability Act,,"Traffic safety,Highway safety,Conferences,Drivers,Pedestrians,Reports",United States. Department of Transportation,true,"1934-05-25; \,",This act is one of five acts which constitute the uniform vehicle code as revised and recommended for State enactment as the foundation for uniform traffic regulation.,1934-05-25,PDF,,,United States,,2024-02-15T15:57:32.292Z,,Tech Report,,United States. Department of Transportation,application/pdf,346.pdf,604937,urn:sha256:124c6f8f3eeacf12e7b35a386c82c1858de2637f2b3d2e8825f8bc43a9340322,1934,,dot:68794,"https://doi.org/10.21949/1510380,https://rosap.ntl.bts.gov/view/dot/73401",,,,https://doi.org/10.21949/1510380,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96200/96231/346.pdf,,,,Reports 1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73399,,,This act is one of five acts which constitute the uniform vehicle code as revised and recommended for State enactment as the foundation for uniform traffic regulation.,Active,"Uniform Act Regulating Traffic on Highways,Reports 1934",English,"Traffic safety,Highway safety,Conferences,Drivers,Pedestrians,Reports",2024-02-23T21:03:19.413Z,National Conferences on Street and Highway Safety,English,Uniform Act Regulating Traffic on Highways,,"Traffic safety,Highway safety,Conferences,Drivers,Pedestrians,Reports",United States. Department of Transportation,true,"1934-07-31; \,",This act is one of five acts which constitute the uniform vehicle code as revised and recommended for State enactment as the foundation for uniform traffic regulation.,1934-07-31,PDF,,,United States,,2024-02-15T15:57:28.514Z,,Tech Report,,United States. Department of Transportation,application/pdf,348.pdf,103214,urn:sha256:58188f41d937eb3416fc95101656d08c1d3063a6d8765bc264b86a03b3e6e961,1934,,dot:68794,"https://doi.org/10.21949/1510378,https://rosap.ntl.bts.gov/view/dot/73399",,,,https://doi.org/10.21949/1510378,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96200/96229/348.pdf,,,,Reports 1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73345,,,"This pamphlet relates to the third or Operators' and Chauffeurs' License Act\, and its purpose is to set forth and explain the reasons which led to adoption of the various provisions of the Act.",Active,"Licensing Operators and Chauffeurs,Miscellaneous Publications 1927 - 1929",English,"Highways,Laws,Transportation,Licensing",2024-02-23T21:03:46.840Z,National Conferences on Street and Highway Safety,English,Licensing Operators and Chauffeurs,,"Highways,Laws,Transportation,Licensing",United States. Department of Transportation,true,"1929-01-01; \,","This pamphlet relates to the third or Operators' and Chauffeurs' License Act\, and its purpose is to set forth and explain the reasons which led to adoption of the various provisions of the Act.",1929-01-01,PDF,,,United States,,2024-02-15T15:55:43.027Z,,Tech Report,,United States. Department of Transportation,application/pdf,296.pdf,926370,urn:sha256:7ca544e0890fc2223a77fea1a711f90ed50f16001ba476bf496c9b16c4657d76,1929,,dot:68794,"https://doi.org/10.21949/1510334,https://rosap.ntl.bts.gov/view/dot/73345",,,,https://doi.org/10.21949/1510334,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96100/96185/296.pdf,,,,Miscellaneous Publications 1927 - 1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73376,,,"The work of the Committee on Metropolitan Traffic Facilities follows largely as a sequel to the work of three committees of the First National Conference on Street and Highway Safety which reported respectively on Traffic Control\, Construction and Engineering\, and City Planning and Zoning. The reports of those committees gave much detail as to measures for improvement of traffic conditions and should continue to be of value in the future\, as they have been since their publication\, to those concerned with traffic improvement in the various parts of the country.",Active,"Report of the Committee on Metropolitan Traffic Facilities,Reports 1926",English,"Statistics,Traffic control,Road construction,Engineering,City planning,Zoning",2024-02-23T21:03:10.629Z,National Conferences on Street and Highway Safety,English,Report of the Committee on Metropolitan Traffic Facilities,,"Statistics,Traffic control,Road construction,Engineering,City planning,Zoning",United States. Department of Transportation,true,"1926-03-05; \,","The work of the Committee on Metropolitan Traffic Facilities follows largely as a sequel to the work of three committees of the First National Conference on Street and Highway Safety which reported respectively on Traffic Control\, Construction and Engineering\, and City Planning and Zoning. The reports of those committees gave much detail as to measures for improvement of traffic conditions and should continue to be of value in the future\, as they have been since their publication\, to those concerned with traffic improvement in the various parts of the country.",1926-03-05,PDF,,,United States,,2024-02-15T15:56:43.925Z,,Tech Report,,United States. Department of Transportation,application/pdf,266.pdf,1297063,urn:sha256:16a9cd828e3a836a23c8db350763587146918cfb2e4988fcd7ac2ab9fd1cfe5d,1926,,dot:68794,"https://doi.org/10.21949/1510353,https://rosap.ntl.bts.gov/view/dot/73376",,,,https://doi.org/10.21949/1510353,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96200/96204/266.pdf,,,,Reports 1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73359,,,"This report\, prepared by the Executive Committee of the National Conference on Street and Highway Safety to outline methods suggested by experience for dealing with current pressing problems of street and highway safety\, was unanimously approved by the Fourth National Conference\, Washington\, May 23-25\,1934.",Active,"Guides to Traffic Safety,Reports 1934",English,"Highway traffic control,Traffic congestion,Highway safety,Conferences,Drivers,Pedestrians,Reports",2024-02-23T21:04:52.325Z,National Conferences on Street and Highway Safety,English,Guides to Traffic Safety,,"Highway traffic control,Traffic congestion,Highway safety,Conferences,Drivers,Pedestrians,Reports",United States. Department of Transportation,true,"1934-05-01; \,","This report\, prepared by the Executive Committee of the National Conference on Street and Highway Safety to outline methods suggested by experience for dealing with current pressing problems of street and highway safety\, was unanimously approved by the Fourth National Conference\, Washington\, May 23-25\,1934.",1934-05-01,PDF,,,United States,,2024-02-15T15:56:10.713Z,,Tech Report,,United States. Department of Transportation,application/pdf,341.pdf,2372481,urn:sha256:e788b706dd3bb49880113c45fbc397bce30bf8f22a8a1a7f951c975ab446fcdd,1934,,dot:68794,"https://doi.org/10.21949/1510332,https://rosap.ntl.bts.gov/view/dot/73359",,,,https://doi.org/10.21949/1510332,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96100/96183/341.pdf,,,,Reports 1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73397,,,"The Uniform Vehicle Code was reviewed in 1938 by the National Conference on Street and Highway Safety. Most of the changes made are in Acts II and V. In view of the small number\, of changes in Acts I\, III and IV\, these Acts are not being reprinted.",Active,"The Uniform Vehicle Code: Amendments,Reports 1934",English,"Highway safety,Conferences,Drivers,Pedestrians,Reports",2024-02-23T21:03:00.232Z,National Conferences on Street and Highway Safety,English,The Uniform Vehicle Code: Amendments,,"Highway safety,Conferences,Drivers,Pedestrians,Reports",United States. Department of Transportation,true,"1938-12-19; \,","The Uniform Vehicle Code was reviewed in 1938 by the National Conference on Street and Highway Safety. Most of the changes made are in Acts II and V. In view of the small number\, of changes in Acts I\, III and IV\, these Acts are not being reprinted.",1938-12-19,PDF,,,United States,,2024-02-15T15:57:25.184Z,,Tech Report,,United States. Department of Transportation,application/pdf,344a.pdf,70279,urn:sha256:85429496d8b01bc8523091e9ace3e5901cffc869894f7d620c6a7e895a7ade5e,1938,,dot:68794,"https://doi.org/10.21949/1510376,https://rosap.ntl.bts.gov/view/dot/73397",,,,https://doi.org/10.21949/1510376,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96200/96227/344a.pdf,,,,Reports 1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73377,,,"This report is one of five issued for consideration\, in advance of the Third National Conference on Street and Highway Safety. The reports are: I—Protection of Railway Grade Crossings and Highway Intersections; II—Maintenance of the Motor Vehicle; III—Measures for the Relief of Traffic Congestion; IV—Uniform Traffic Regulation (accompanied by Uniform Vehicle Code\, Model Municipal Traffic Ordinance and Manual of Standard Street Traffic Signs\, Signals and Markings as revised); V— Traffic Accident Statistics.",Active,"Report of the Committee on Protection of Railway Grade Crossing and Highway Intersections,Reports 1930 - Book 1",English,"Highway safety,Conferences,Drivers,Pedestrians,Reports",2024-02-23T21:04:31.665Z,National Conferences on Street and Highway Safety,English,Report of the Committee on Protection of Railway Grade Crossing and Highway Intersections,,"Highway safety,Conferences,Drivers,Pedestrians,Reports",United States. Department of Transportation,true,"1930-05-30; \,","This report is one of five issued for consideration\, in advance of the Third National Conference on Street and Highway Safety. The reports are: I—Protection of Railway Grade Crossings and Highway Intersections; II—Maintenance of the Motor Vehicle; III—Measures for the Relief of Traffic Congestion; IV—Uniform Traffic Regulation (accompanied by Uniform Vehicle Code\, Model Municipal Traffic Ordinance and Manual of Standard Street Traffic Signs\, Signals and Markings as revised); V— Traffic Accident Statistics.",1930-05-30,PDF,,,United States,,2024-02-15T15:56:45.817Z,,Tech Report,,United States. Department of Transportation,application/pdf,30P14.pdf,1986488,urn:sha256:153a684b5889424db6c0fab102d8df83b34c151e3b59d7802101a6bd495112bd,1930,,dot:68794,"https://doi.org/10.21949/1510354,https://rosap.ntl.bts.gov/view/dot/73377",,,,https://doi.org/10.21949/1510354,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96200/96205/30P14.pdf,,,,Reports 1930 - Book 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73374,,,"This report is one of five issued for consideration in advance of the Third National Conference on Street and Highway Safety. The reports are: I—Protection of Railway Grade Crossings and Highway Intersections; II—Maintenance of the Motor Vehicle; ILI—Measures for the Relief of Traffic Congestion; IV—Uniform Traffic Regulation (accompanied by Uniform Vehicle Code\, Model Municipal Traffic Ordinance and Manual of Standard Street Traffic Signs\, Signals and Markings as revised); V—- Traffic Accident Statistics.",Active,"Report of the Committee on Maintenance of the Motor Vehicle,Reports 1930 - Book 1",English,"Highway safety,Conferences,Drivers,Pedestrians,Reports",2024-02-23T21:04:30.928Z,National Conferences on Street and Highway Safety,English,Report of the Committee on Maintenance of the Motor Vehicle,,"Highway safety,Conferences,Drivers,Pedestrians,Reports",United States. Department of Transportation,true,"1930-04-21; \,","This report is one of five issued for consideration in advance of the Third National Conference on Street and Highway Safety. The reports are: I—Protection of Railway Grade Crossings and Highway Intersections; II—Maintenance of the Motor Vehicle; ILI—Measures for the Relief of Traffic Congestion; IV—Uniform Traffic Regulation (accompanied by Uniform Vehicle Code\, Model Municipal Traffic Ordinance and Manual of Standard Street Traffic Signs\, Signals and Markings as revised); V—- Traffic Accident Statistics.",1930-04-21,PDF,,,United States,,2024-02-15T15:56:40.201Z,,Tech Report,,United States. Department of Transportation,application/pdf,30P15.pdf,926258,urn:sha256:33e2ed3647c3bf7c8ed30b8748240cb1f71efb2fec06abf52beb0c2e9a97c767,1930,,dot:68794,"https://doi.org/10.21949/1510351,https://rosap.ntl.bts.gov/view/dot/73374",,,,https://doi.org/10.21949/1510351,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96200/96202/30P15.pdf,,,,Reports 1930 - Book 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73358,,,The conference aims at furthering means to save life and prevent accidents; to make travel safer on oui highways for both the pedestrian and the passenger.,Active,"First National Conference on Street and Highway Safety,Reports 1924 - Book 2",English,"Highway safety,Conferences,Drivers,Pedestrians,Reports",2024-02-23T21:00:50.130Z,National Conferences on Street and Highway Safety,English,First National Conference on Street and Highway Safety,,"Highway safety,Conferences,Drivers,Pedestrians,Reports",United States. Department of Transportation,true,"1924-12-16; \,",The conference aims at furthering means to save life and prevent accidents; to make travel safer on oui highways for both the pedestrian and the passenger.,1924-12-16,PDF,,,United States,,2024-02-15T15:56:08.643Z,,Tech Report,,United States. Department of Transportation,application/pdf,24P21.pdf,1829286,urn:sha256:aa87e36c578d2f2f74eee285d2f7f3fceec12e67b55ae93f542caf17901dc1b3,1924,,dot:68794,"https://doi.org/10.21949/1510331,https://rosap.ntl.bts.gov/view/dot/73358",,,,https://doi.org/10.21949/1510331,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96100/96182/24P21.pdf,,,,Reports 1924 - Book 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73398,,,A review of the Uniform Vehicle Code was made in 1938 by the National Conference on Street and Highway Safety.,Active,"The Uniform Vehicle Code: Amendments [December 19\, 1938],Reports 1934",English,"Traffic safety,Highway safety,Conferences,Drivers,Pedestrians,Reports",2024-02-23T20:58:32.094Z,National Conferences on Street and Highway Safety,English,"The Uniform Vehicle Code: Amendments [December 19, 1938]",,"Traffic safety,Highway safety,Conferences,Drivers,Pedestrians,Reports",United States. Department of Transportation,true,"1938-12-19; \,",A review of the Uniform Vehicle Code was made in 1938 by the National Conference on Street and Highway Safety.,1938-12-19,PDF,,,United States,,2024-02-15T15:57:26.826Z,,Tech Report,,United States. Department of Transportation,application/pdf,346A.pdf,39130,urn:sha256:9b904d95f467a59e19e2d2cbf7288a4a8a925d6d29ba1239f33f3437589a8d06,1938,,dot:68794,"https://doi.org/10.21949/1510377,https://rosap.ntl.bts.gov/view/dot/73398",,,,https://doi.org/10.21949/1510377,1744,,,,,,United States. Department of Transportation,PDF,Tech Report,United States. Department of Transportation,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96200/96228/346A.pdf,,,,Reports 1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:73405,,,Highlights the benefits of The Uniform Vehicle Code.,Active,"What Shall We Do about Traffic?,Miscellaneous Publications 1927 - 1929",English,"Highway safety,Conferences,Drivers,Pedestrians,Reports",2024-02-23T20:59:44.150Z,National Conferences on Street and Highway Safety,English,What Shall We Do about Traffic?,,"Highway safety,Conferences,Drivers,Pedestrians,Reports",United States. Chamber of Commerce,true,"1929-01-01; \,",Highlights the benefits of The Uniform Vehicle Code.,1929-01-01,PDF,,,United States,,2024-02-15T15:57:39.944Z,,Tech Report,,United States. Chamber of Commerce,application/pdf,29P4.pdf,310258,urn:sha256:a2c7c8755fc1c280b2a26f4bd047c0c65f943e51063a43ad83a94763c96af389,1929,,dot:68794,"https://doi.org/10.21949/1510385,https://rosap.ntl.bts.gov/view/dot/73405",,,,https://doi.org/10.21949/1510385,1744,,,,,,United States. Chamber of Commerce,PDF,Tech Report,United States. Chamber of Commerce,United States,https://ntlrepository.blob.core.windows.net/lib/96000/96200/96236/29P4.pdf,,,,Miscellaneous Publications 1927 - 1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
